id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q579677,President of Ukraine,Q212,Q212,,,1991-07-05,,Q97768033,,President of Ukraine
Q1145714,Prime Minister of Ukraine,Q212,Q212,,Q14379234,1991-09-17,,,,Prime Minister of Ukraine
Q16147568,First Deputy Prime Minister of Ukraine,Q212,Q212,,,1946,,,,First Vice Prime Minister of Ukraine
Q16168515,Deputy Prime Minister of Ukraine,Q212,Q212,,,,,,,
Q107693990,Deputy Prime Minister for European and Euro-Atlantic Integration of Ukraine,Q212,Q212,,,,,,,
Q53678333,Minister of Agrarian Policy and Food,Q212,Q212,,,,,,,
Q53678367,Minister of Culture of Ukraine,Q212,Q212,,Q12155388,,,,,
Q107620769,Minister of Culture and Information Policy of Ukraine,Q212,Q212,,,,,,,
Q33006385,Minister of Defence of Ukraine,Q212,Q212,,Q4434747,,,,,
Q107694003,Minister of Digital Transformation of Ukraine,Q212,Q212,,,,,,,
Q53678351,Minister of Ecology and Natural Resources,Q212,Q212,,,,,,,
Q107694043,Minister of Economy of Ukraine,Q212,Q212,,,,,,,
Q53678183,Minister of Education and Science,Q212,Q212,,,,,,,
Q109301931,Minister of Emergencies of Ukraine,,Q212,,,,,,,
Q107620801,Minister of Energy of Ukraine,Q212,Q212,,,,,,,
Q25525260,Minister of Finance of Ukraine,Q212,Q212,,,,,,,
Q6866156,Ukrainian Minister of Foreign Affairs,Q212,Q212,,,1991-08-24,,,,Minister of Foreign Affairs (Ukraine)
Q25827669,Minister of Fuel and Energy,Q212,Q212,,,,,,,
Q53678147,Minister of Health,Q212,Q212,,,,,,,
Q6866179,Minister of Healthcare,Q212,,,,1917-10,,,,Minister of Healthcare (Ukraine)
Q109301943,Minister of Housing and Communal Services of Ukraine,,Q212,,Q12155385,,,,,
Q109301287,Minister of Information Policy of Ukraine,,Q212,,,,,,,
Q53678203,Minister of Infrastructure,Q212,Q212,,,,,,,
Q12131528,Minister of Interior Affairs of Ukraine,Q212,Q212,,Q4434731,,,,,
Q55957045,Minister of Justice of Ukraine,Q212,Q212,,Q12155401,,,,,
Q53675481,Minister of Regional Development,Q212,Q212,,,,,,,
Q107693992,Minister for Reintegration of the Temporarily Occupied Territories,Q212,Q212,,,,,,,
Q53678030,Minister of Social Policy,Q212,Q212,,,,,,,
Q107693996,Minister for Strategic Industries of Ukraine,Q212,Q212,,,,,,,
Q53678071,Minister of Temporarily Occupied Territories and IDPs,Q212,Q212,,,,,,,
Q57260579,Transport Minister,Q212,Q212,,,,,,,
Q107620701,Minister for Veterans' Affairs of Ukraine,Q212,Q212,,,,,,,
Q53706857,Minister of Youth and Sports,Q212,Q212,,,,,,,
Q107620776,Minister of the Cabinet of Ministers of Ukraine,Q212,Q212,,,,,,,
Q74219621,Representative of the President in the Cabinet of Ministers of Ukraine,,Q212,,,,,,,
Q97593102,Head of the Secretariat of the President of Ukraine,Q212,,,,,,,,
Q679817,Chairman of the Verkhovna Rada,Q212,,Q4349849,Q13524158,1938-07-25,,,,Chairman of the Verkhovna Rada
Q109313935,Head of Kyiv City State Administration,,Q1899,,,1995-07-10,,,,
Q109314009,Head of Kyiv City,,Q1899,,,1997-06-12,,Q109314149,,
Q109301818,Governor of the National Bank of Ukraine,,,,,,,,,
Q5097067,Chief of the General Staff,Q212,,,,1991-12-23,,,,Chief of the General Staff (Ukraine)
Q109539377,Head of the Foreign Intelligence Service of Ukraine,,,,,,,,,
Q16171716,Head of the Security Service of Ukraine,,,,,1991-09-20,,,,Head of the Security Service of Ukraine
Q16715787,Secretary of National Security and Defense Council of Ukraine,,,,,,,,,
Q16170791,Prosecutor General of Ukraine,Q212,,,,1991-12-01,,,,Prosecutor General of Ukraine
