item,itemLabel,startDate,endDate,psid
Q15850,Турчинов Олександр Валентинович,2005-02-04,2005-09-08,Q15850-A2BF210A-4407-4DB4-8DE0-2D89177A8967
Q17325581,Грицак Василь Сергійович,2015-06-18,2019-05-20,Q17325581-6072EAFE-FDC3-4518-B530-19E08641459E
Q2509516,Наливайченко Валентин Олександрович,2006-12-22,2010-03-11,Q2509516-361F85DB-1F71-49BF-AD94-1064FD76FC5D
Q2509516,Наливайченко Валентин Олександрович,2014-02-24,2015-06-18,Q2509516-440C09C6-ABA8-4073-8F64-C45B24B2F235
Q62726046,Баканов Іван Геннадійович,2019-05-22,,Q62726046-A5170EB5-F62B-4984-BCA0-9D3796B01FBD
Q715633,Марчук Євген Кирилович,1991-11-06,1994-07-12,Q715633-4F56193D-58D0-4D35-819F-29A11CAAEFA3
Q982749,Хорошковський Валерій Іванович,2010-03-11,2012-01-18,Q982749-73CF1A97-2D4B-4B6C-A604-369B741CA44B
