item,itemLabel,startDate,endDate,sourceDate,psid
Q15062933,Хананов Едуард Ахатович,1992,1994,2022-04-27,Q15062933-363239CA-03F0-436F-AD55-7D5FBC01DEFF
Q47489857,Купін Петро Олександрович,1994,1995-07-19,2022-04-27,Q47489857-4F2730B5-FA82-46A7-A2F9-3AEAD21F1BC6
Q47489857,Купін Петро Олександрович,1995-07-19,1995-10-19,2022-04-27,Q47489857-996CA7CC-DBBC-49ED-9510-7984F84701DD
Q47489855,Фоменко Геннадій Петрович,1995-10-19,1996-08-08,2022-04-27,Q47489855-0074854C-3C1C-4D14-A927-233E87D9A276
Q47489855,Фоменко Геннадій Петрович,1996-08-08,1998-04-07,2022-04-27,Q47489855-26089566-2F63-480B-833C-79F0802D4CE8
Q4177484,Єфремов Олександр Сергійович,1998-04-07,2005-01-27,2022-04-27,Q4177484-60FCED4D-014C-4F26-8557-8FB3D79A4089
Q4154638,Данілов Олексій Мячеславович,2005-02-04,2005-11-08,,Q4154638-7182C3AE-189A-4242-99B8-DDB3092317CD
Q724219,Москаль Геннадій Геннадійович,2005-11-18,2006-04-26,2022-04-27,Q724219-57003246-81F6-4011-A9D9-DB10A070C214
Q47489854,Кобітєв Олександр Євгенович,2006-04-26,2006-09-15,2022-04-27,Q47489854-066047EF-C1CA-4D2C-8AB2-7F1911314AD2
Q4067092,Антіпов Олександр Миколайович,2006-09-15,2010-03-18,2022-04-27,Q4067092-17730061-AF79-435C-8C09-BB2595349624
Q4141457,Голенко Валерій Миколайович,2010-03-18,2010-11-10,2022-04-27,Q4141457-E62B1C6D-C23C-4B58-A1A3-4B5AE89258A6
Q4379213,Пристюк Володимир Миколайович,2010-11-10,2014-03-02,2022-04-27,Q4379213-7C844DAB-400C-44C3-9275-F6EB842E5606
Q12083800,Болотських Михайло Васильович,2014-03-02,2014-05-10,2022-04-27,Q12083800-2870023B-8A44-4FB3-A796-5A568642B5AC
Q16694341,Верігіна Ірина Костянтинівна,2014-05-10,2014-09-18,2022-04-27,Q16694341-E56452E6-04B9-4A76-B334-406715F8297F
Q724219,Москаль Геннадій Геннадійович,2014-09-18,2015-07-15,2022-04-27,Q724219-86C58D9A-1AED-439C-B558-72A364E5D1D6
Q47489853,Клименко Юрій Юрійович,2015-07-15,2015-07-22,2022-04-27,Q47489853-E6DF1256-3F68-42B0-83DC-37B9FCE6E843
Q20680017,Тука Георгій Борисович,2015-07-22,2016-04-29,2022-04-27,Q20680017-F2F0210A-9852-4AAD-A93E-9BE303CC15BD
Q20066438,Гарбуз Юрій Григорійович,2016-04-29,2018-11-22,2022-04-27,Q20066438-68709D9C-F876-4A90-BA61-797EC5992F52
Q61116254,Філь Сергій Олександрович,2018-11-22,2019-07-05,2022-04-27,Q61116254-D90C8F94-CA2C-4FCB-81D2-87948CFF3BA3
Q65115248,Комарницький Віталій Мар'янович,2019-07-05,2019-10-25,2022-04-27,Q65115248-5BBBC850-DE67-4346-A994-3477DCB51F1C
Q65199830,Гайдай Сергій Володимирович,2019-10-25,,2022-04-27,Q65199830-2D506CF8-C005-4C55-BBA1-3CC8009D410E
