@@,itemlabel,item,startdate,enddate
->,Богуслаєв В'ячеслав Олександрович->Богуслаєв Вячеслав Олександрович,Q4089899,2014-11-27,2019-08-29
->,Білецький Андрій Євгенович->Білецький Андрій Євгенійович,Q12086588,2014-11-27,2019-08-29
->,Злата Огнєвіч->Огнєвіч Злата Леонідівна,Q1574590,2014-11-27,2015-12-22
->,Марія Іонова->Іонова Марія Миколаївна,Q12074921,2014-11-27,2019-08-29
->,Мустафа-Масі Найєм->Найєм Мустафа-Масі,Q2690181,2014-11-27,2019-08-29
->,Руслан Євгенович Демчак->Демчак Руслан Євгенійович,Q19521677,2014-11-27,2019-08-29
---,Совсун Інна Романівна,Q16717067,2019-08,
->,Тимчук Дмитро Борисович,Q16644807,2014-11-27,2019-08-29->2019-06-19
->,Чорновіл Тетяна Миколаївна->Чорновол Тетяна Миколаївна,Q12170540,2014-11-27,2019-08-29
->,Юлія Володимирівна Тимошенко->Тимошенко Юлія Володимирівна,Q48283,2014-11-27,2019-08-29
