item,itemLabel,startDate,endDate,sourceDate,psid
Q1459699,Ющенко Віктор Андрійович,1997-02-05,2000-01-11,2022-04-14,Q1459699-C6D1BBD4-D18E-4D4E-A517-AF5B6394D3B8
Q2987224,Стельмах Володимир Семенович,2000-01-21,2002-12-17,2022-04-14,Q2987224-34820D12-3635-4ACB-AC71-D5E434426FB2
Q379720,Тігіпко Сергій Леонідович,2002-12-17,2004-12-16,,Q379720-331F8FD7-BECA-4C21-A127-59954286DCAD
Q2987224,Стельмах Володимир Семенович,2004-12-16,2010-12-23,2022-04-14,Q2987224-5000943B-29BA-4661-A794-148300704EF5
Q1711587,Арбузов Сергій Геннадійович,2010-12-23,2013-01-11,2022-04-14,Q1711587-C968907D-3E2C-4026-A94C-D75E02E485A1
Q12154591,Соркін Ігор В'ячеславович,2013-01-11,2014-02-24,2022-04-14,Q12154591-9F20C69C-3F74-4B5F-8491-61EB74FBCF0C
Q2589861,Кубів Степан Іванович,2014-02-24,2014-06-19,2022-04-14,Q2589861-BA9797A2-8976-4E64-BCF3-8B80597E7333
Q17258053,Гонтарева Валерія Олексіївна,2014-06-19,2018-03-15,2022-04-14,Q17258053-353E172C-C98F-4E35-BEFE-7CC6E14C0951
Q16716966,Смолій Яків Васильович,2018-03-15,2020-07-03,2022-04-14,Q16716966-7DDD1E0C-39A8-4DF9-A416-9958DE3A8B5F
Q28701679,Шевченко Кирило Євгенович,2020-07-16,,,Q28701679-AB3FAD9B-2922-4DE4-B73A-90E04575F057
