item,itemLabel,startDate,endDate,sourceDate,psid
Q4158965,Леонід Деркач,1998-04-22,2001-02-10,2022-07-20,Q4158965-158DA642-FB1E-41D9-9972-1AF0D0BF27EE
Q4388025,Володимир Радченко,2001-02-10,2003-09-02,2022-07-20,Q4388025-AAE705AF-B98B-4A93-81AD-06A2818D30BD
Q1657926,Ігор Смешко,2003-09-04,2005-02-04,2022-07-20,Q1657926-63308DDE-8730-4B01-BB50-6FDE38FC2FA5
Q15850,Олександр Турчинов,2005-02-04,2005-09-08,2022-07-20,Q15850-A2BF210A-4407-4DB4-8DE0-2D89177A8967
Q1999100,Ігор Дріжчаний,2005-09-08,2006-12-22,2022-07-20,Q1999100-4544B4C3-5DD6-4CC5-9E94-4D8D3281CBD8
Q2509516,Валентин Наливайченко,2006-12-22,2010-03-11,2022-07-20,Q2509516-361F85DB-1F71-49BF-AD94-1064FD76FC5D
Q982749,Валерій Хорошковський,2010-03-11,2012-01-18,2022-07-20,Q982749-73CF1A97-2D4B-4B6C-A604-369B741CA44B
Q559342,Ігор Калінін,2012-02-03,2013-01-09,2022-07-20,Q559342-E83B4F9C-DA26-46AA-B52A-187CB4595840
Q12173442,Олександр Якименко,2013-01-09,2014-02-24,2022-07-20,Q12173442-B39D4E84-CCE9-4C3F-8B90-A13881D24307
Q2509516,Валентин Наливайченко,2014-02-24,2015-06-18,2022-07-20,Q2509516-440C09C6-ABA8-4073-8F64-C45B24B2F235
Q17325581,Василь Грицак,2015-06-18,2019-05-20,2022-07-20,Q17325581-6072EAFE-FDC3-4518-B530-19E08641459E
Q62726046,Іван Баканов,2019-05-22,2022-07-19,2022-07-20,Q62726046-A5170EB5-F62B-4984-BCA0-9D3796B01FBD
Q89191595,Василь Малюк,2022-07-18,,2022-07-20,Q89191595-A0CB1B96-A61C-4863-AD2F-6FC3232A8D8F
