@@,itemlabel,item,startdate,enddate
+++,Бабич Вікторія Володимирівна,Q56026814,2012-12-12,2014-11-27
+++,Байсаров Леонід Володимирович,Q4075729,2012-12-12,2014-11-27
+++,Баландін Сергій Вікторович,Q56026604,2012-12-12,2014-11-27
+++,Близнюк Анатолій Михайлович,Q4088164,2012-12-12,2014-11-27
->,Богуслаєв В'ячеслав Олександрович->Богуслаєв Вячеслав Олександрович,Q4089899,2012-12-12,2014-11-27
+++,Буховець Олег Юлійович,Q56026599,2012-12-12,2014-11-27
+++,Ганчуков Олександр Костянтинович,Q56026630,2014-05-29,2014-11-27
+++,Губар Віктор Іванович,Q56026619,2012-12-12,2014-11-27
+++,Демедюк Василь Харитонович,Q56026625,2013-12-03,2014-11-27
+++,Дорохов Антон Миколайович,Q56026610,2012-12-12,2014-11-27
->,Жванія Давид Важайович->Жванія Давид Важаєвич,Q4178408,2012-12-12,2014-11-27
->,Коваль Олександр Іванович (підприємець)->Коваль Олександр Іванович,Q12129446,2012-12-12,2014-11-27
+++,Колесніков Борис Вікторович,Q704326,2012-12-12,2014-11-27
+++,Левченко Ольга Володимирівна,Q32498872,2012-12-12,2014-11-27
---,Луценко Сергій Віталійович,Q20068212,2012-12-12,2014-11-27
->,Марія Іонова->Іонова Марія Миколаївна,Q12074921,2012-12-12,2014-11-27
->,Наконечний Володимир Леонтієвич->Наконечний Володимир Леонтійович,Q12132274,2012-12-12,2014-11-27
+++,Пономарьов Андрій Вікторович,Q8544910,2012-12-12,2014-11-27
->,Табачник Ян->Табачнік Яків Піневич,Q4449226,2012-12-12,2014-11-27
+++,Топалов Сергій Валерійович,Q56026597,2012-12-12,2014-05-13
+++,Шугало Роман Васильович,Q56026614,2012-12-12,2014-11-27
