item,itemLabel,startDate,endDate
Q4143522,Валерий Миронович Горбатов,1994-03-31,1996-01-30
Q18278214,Дмитрий Петрович Степанюк,1996-01-31,1997-02-07
Q4222040,Василий Алексеевич Киселёв,1997-02-08,1999-06-29
,Анатолий Васильевич Корнейчук,1999-06-29,2002-05-17
Q28701438,Александр Николаевич Диденко,2002-06-26,2004-12-30
Q12115776,Владимир Иванович Кулиш,2005-10-22,2006-05-17
Q724219,Геннадий Геннадиевич Москаль,2006-05-17,2007-01-09
Q12171625,Виктор Викторович Шемчук,2007-02-22,2007-05-04
Q16722229,Владимир Петрович Хоменко,2007-06-06,2007-12-27
Q12104852,Леонид Михайлович Жунько,2008-01-30,2010-03-18
Q4247257,Сергей Владимирович Куницын,2010-04-06,2010-11-13
Q1380864,Виктор Тарасович Плакида,2010-11-14,2011-01-12
Q4539828,Владимир Григорьевич Яцуба,2011-01-13,2011-07-07
Q1380864,Виктор Тарасович Плакида,2012-02-28,2014-02-27
Q4247257,Сергей Владимирович Куницын,2014-02-27,2014-03-26
Q25437074,Наталья Константиновна Попович,2014-05-22,2017-08-17
Q37102225,Борис Владимирович Бабин,2017-08-17,2018-12-03
Q60194720,Изет Рустемович Гданов,2018-12-03,2019-06-25
Q64841127,Антон Александрович Кориневич,2019-06-25,2022-04-25
